|        name|        EBV|    EBV_unc|          AV|     AV_unc|         RV|    RV_unc|          NHI|       NHI_unc|          C1|     C1_unc|       C2|     C2_unc|          B3|     B3_unc|          C4|      C4_unc|       x0|     x0_unc|     gamma|  gamma_unc|
|        char|      float|      float|       float|      float|      float|     float|        float|         float|       float|      float|    float|      float|       float|      float|       float|       float|    float|      float|     float|      float|
|            |           |           |            |           |           |          |             |              |            |           |         |           |            |           |            |            |         |           |          |           |
|        null|       null|       null|        null|       null|       null|      null|         null|          null|        null|       null|     null|       null|        null|       null|        null|        null|     null|       null|      null|       null|
         azv4  0.27283132 0.008459548    0.9467083  0.02889455     3.46994  0.1328631 5.7676647e+20   7.700085e+19   -1.0110607  0.03886176 1.1063714 0.009778043    0.7389816  0.04705149  -0.36919773  0.020260433      4.59         0.0       0.95         0.0 
       azv132  0.34728914 0.017538479     1.172433 0.072034396   3.3759563  0.2498116  6.598453e+21  1.7888335e+20  -0.21434261  0.02041251 0.7713512  0.00482278 -0.045405652  0.07352889  -0.04096461 0.0106833195      4.59         0.0       0.95         0.0 
