|                       name|        AV|      AV_unc|       RV|     RV_unc|          NHI|      NHI_unc|       C2|     C2_unc|       B3|     B3_unc|          C4|     C4_unc|       x0|     x0_unc|     gamma|  gamma_unc|
|                       char|     float|       float|    float|      float|        float|        float|    float|      float|    float|      float|       float|      float|    float|      float|     float|      float|
|                           |          |            |         |           |             |             |         |           |         |           |            |           |         |           |          |           |
|                       null|      null|        null|     null|       null|         null|         null|     null|       null|     null|       null|        null|       null|     null|       null|      null|       null|
  m31_e1_j004354.05+412626.0 0.72573483  0.013118346 2.3145618  0.01447647  9.039151e+21  9.996092e+20 1.2703874 0.032194342  2.033927  0.11088188    -0.251978 0.061364446 4.5550275 0.015816702  0.8799619 0.055041395 
  m31_e2_j004413.84+414903.9  0.5357676 0.0039740433 2.3088148 0.009678838 7.6203856e+21   6.39841e+20 1.0213135 0.024409896 2.0493934  0.11934041  -0.06714355  0.05389066 4.6328344 0.015806109 0.67592335 0.048898537 
  m31_e3_j004420.52+411751.1  1.1440428  0.022234911  3.530068  0.03044788 1.1337043e+22 1.2799818e+21 1.0541927 0.023280509 2.1935673  0.07139375  -0.12994073 0.050357502 4.6560764 0.014142092  0.8034748   0.0381252 
  m31_e4_j004427.47+415150.0  1.3308119  0.008693526 3.1239886 0.021099571           0.0           0.0 1.2565582  0.03555757 2.1452682  0.15550104  0.036464944  0.09133625 4.5940313 0.018538874 0.83447385  0.05815987 
  m31_e5_j004431.66+413612.4  1.0456815  0.018249346 3.2993786 0.070327945  3.299397e+21 1.6371716e+21 1.3685174 0.041706696  1.645732  0.08540666  0.036207363  0.07481728 4.6085744 0.015457043 0.93259865 0.047360748 
  m31_e6_j004438.71+415553.5 0.40939882  0.055836827 3.0028074  0.37053606 4.3916165e+21 5.2044076e+20 1.9755226   0.1169823 3.8297763  0.23933116  0.012843986 0.076317675 4.6355114 0.011599855  0.8431287 0.033963975 
  m31_e7_j004454.37+412823.9  1.8406249  0.008314806 3.3526769 0.014023578 1.1181873e+22 2.4270405e+21 0.8469655 0.021607853  2.208073  0.09071674  -0.12749714  0.05964719   4.64284 0.015222797  0.9186644  0.04178486 
  m31_e8_j004511.82+415025.3  1.3307585 0.0074164616 2.7568433  0.02671534           0.0           0.0 1.5517932 0.054747976 2.9464445  0.14642908   -0.2089415  0.17968515  4.593747 0.019570712  1.1070051  0.05862664 
  m31_e9_j004511.85+413712.9  1.2113302    0.0237714 3.9639544  0.09321369 4.7705207e+21   8.49312e+20 0.5361506  0.03882893  1.910378 0.112355456   0.38948575  0.06962441  4.590737  0.01601112  0.8611363 0.060686197 
 m31_e12_j004539.00+415439.0  1.5555344  0.038191993 2.9056008  0.03173035           0.0           0.0 1.0267919 0.043424834 1.9956352  0.19656655 -0.021041086  0.09126044 4.5843916 0.021704976  0.9919189   0.0647084 
 m31_e13_j004539.70+415054.8  1.3053659  0.009066871 2.5317705 0.021766089           0.0           0.0 1.2294265 0.044489194 1.9702022   0.1990277   0.21712337  0.12058149 4.5801067 0.020784482  1.1079503  0.06103218 
 m31_e14_j004543.46+414513.6   1.505901   0.04461303  2.563097 0.035296645           0.0           0.0 1.3012077 0.057423927  2.616519   0.3185658   0.13178042  0.14006709 4.5896506 0.022485223  1.0154626  0.08180658 
 m31_e15_j004546.81+415431.7  0.9450414  0.004817344  2.985347 0.025995446  5.370557e+21 1.3626318e+21  1.023747 0.021127163 2.7763686  0.15331987 -0.012000472  0.07019255 4.6440206 0.012224977  0.5009643  0.03367656 
 m31_e17_j003944.71+402056.2  1.1931134  0.026932303 3.7770898  0.08981759 9.1663244e+21  7.327769e+20  0.715324 0.051557004 3.5898204 0.097869515   0.27787286 0.095308974 4.5917697  0.00960872  1.2289058 0.032795485 
 m31_e18_j003958.22+402329.0 0.84539354  0.036603667  4.123619  0.20089269  8.701587e+21  8.857294e+20 1.2782156 0.042977605  4.001723  0.12782893   0.16748945  0.08182027 4.6356525 0.015439144  1.2737948 0.048333153 
 m31_e22_j004034.61+404326.1  1.4892311   0.04400741  5.499334   0.0975826 1.0531718e+22 1.0027864e+21 1.0179942  0.03667054  3.156511  0.09316708 -0.056471992 0.084750436 4.6724215 0.014803487  0.9889209 0.056278683 
 m31_e24_j004412.17+413324.2  1.3252581   0.03668189 2.8794165 0.095917456  7.104358e+21  1.312849e+21 1.2138615 0.024769122   2.28264 0.059027128  -0.10108968 0.060204465 4.6292944 0.013796016  1.2917634 0.038084317 
