|     Name|   EBV|EBV_unc|    RV|RV_unc|                 AV|              AV_unc|    C1|C1_unc|    C2|C2_unc|    C3|C3_unc|    C4|C4_unc|        x0|    x0_unc|     gamma| gamma_unc|    NHI|NHI_unc|
|     char|double| double|double|double|             double|              double|double|double|double|double|double|double|double|double|    double|    double|    double|    double| double| double|
|         |   mag|    mag|      |      |                mag|                 mag|      |      |      |      |      |      |      |      |1 / micron|1 / micron|1 / micron|1 / micron|       |       |
|     null|  null|   null|  null|  null|               null|                null|  null|  null|  null|  null|  null|  null|  null|  null|      null|      null|      null|      null|   null|   null|
 Sk-68d140    0.2   0.028   3.27   0.24               0.654  0.15802458968147964 -1.547  0.509  1.247  0.197  1.151  0.303  0.357  0.148      4.464      0.039      0.855      0.014   4e+21   1e+21 
 Sk-68d155    0.2   0.028   2.83   0.23  0.5660000000000001  0.13114111294327194 -2.689  0.487   1.58   0.23  0.923   0.17  0.117  0.049      4.617      0.021      0.693      0.012   5e+21   1e+21 
 Sk-69d228   0.15   0.028   3.35   0.33              0.5025  0.16642083861403895 -2.443  0.662  1.373  0.275  0.716  0.234 -0.115  0.065      4.721      0.049      0.643      0.011 3.5e+21   5e+20 
 Sk-69d256   0.17   0.028   0.64   0.19 0.10880000000000001 0.020895265898284235 -1.139  0.493  1.101  0.205  0.746  0.271  0.257  0.133      4.817      0.062      0.751      0.013 2.5e+21   5e+20 
 Sk-69d265   0.19   0.028   1.68   0.19              0.3192 0.061303022745701534 -3.083  0.612  1.509  0.237   0.36  0.101 -0.313  0.152      4.363      0.036      0.536      0.009   5e+21   5e+20 
 Sk-69d270   0.19   0.028   2.34   0.22              0.4446  0.09860101401831524 -3.926  0.755  1.821  0.281  3.725  0.837  0.208  0.091      4.509      0.034       1.29      0.021 3.5e+21   1e+21 
 Sk-69d279   0.21   0.028   3.33   0.26              0.6993   0.1828692898989877 -2.669  0.551   1.35  0.196  0.978  0.248  0.017  0.009      4.602      0.032      0.708      0.012   4e+21   1e+21 
 Sk-69d280   0.18   0.028   3.12   0.27              0.5616   0.1524451795205083  0.468  0.282  0.809  0.142  1.209  0.306  0.232   0.13       4.47      0.032      0.667      0.011   6e+21   1e+21 
 Sk-70d116   0.19   0.028   3.41   0.27              0.6479   0.1758711392652018 -1.707  0.567  1.153  0.192  6.557  1.504  0.193   0.08      4.387      0.047      1.878      0.031 3.5e+21   5e+20 
